S.No,Cell_Line,Drug_Name,Pubchem_CID,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm,Labels
160,NCI-H322,JQ1,46907787,1,0,0,0,0,3,1,0,456.989,8.197,750.539,438.105,94.575,119.785,98.074,1384.529,0,5,0.048524,0,0.8004362,48.473,13.325,19.635,7.281,5.753,-7.761,-7.353,-5.332,1256.156,-0.361,2180.98,-2.553,9.545,1.63,6,1.172,1,100,0,0,78.264,6,1,19,0,16,1,31,1,0,Inactive
161,NCI-H322,ABT737,11228183,12,2,0,0,0,15,0,-2,813.428,13.398,1239.405,339.932,208.819,585.939,104.716,2397.45,2,12.5,0.0748732,0.014263,0.6989588,85.756,28.3,40.72,20.077,7.468,-9.357,-10.473,-10.65,6.449,-2.136,9.728,-5.989,8.567,1.455,6,1.846,1,46.284,0,0,140.391,11,3,36,0,36,4,56,2,0,Inactive
162,NCI-H322,Pyridostatin,25227847,8,3,0,0,0,16,0,-2,596.644,6.443,944.507,189.899,292.044,462.563,0,1777.701,8,13.25,0.0233485,0.0396786,0.7513908,59.133,22.202,39.607,28.364,0.74,-1.668,-3.905,-9.939,0.261,-3.052,0.09,-7.861,8.672,1.132,9,-0.203,1,0,0,0,203.573,13,3,26,0,26,0,44,2,0,Inactive
163,NCI-H322,ZM447439,9914412,3,1,0,0,0,10,0,1,513.595,7.914,913.8,373.032,85.432,455.337,0,1635.584,2,10.2,0.0382901,0.0157857,0.7346758,57.23,18.216,27.784,16.367,4.514,-6.12,-5.897,-8.723,382.518,-0.696,193.699,-2.592,8.118,1.101,5,0.528,3,86.64,0,0,95.594,9,1,28,0,28,4,38,1,0.001,Inactive
164,NCI-H322,S-Trityl-L-cysteine,76044,0,1,0,1,0,8,0,-1,363.473,4.295,627.411,30.996,138.628,449.788,7.998,1131.154,3,3.5,0.0163068,0.0096622,0.8368116,38.273,13.611,19.378,11.311,2.212,-4.213,-4.99,-5.236,30.324,-0.82,17.598,-3.784,8.857,0.243,6,0.329,2,66.416,0,0,74.182,3,0,18,0,18,0,26,0,0.004,Inactive
165,NCI-H322,GSK343,71268957,0,1,0,0,0,7,0,0,541.695,9.777,862.591,544.78,136.013,181.799,0,1701.757,1,8.5,0.0561764,0.009854,0.7991443,59.192,16.411,26.65,12.25,5.14,-6.337,-7.124,-6.375,126.763,-0.88,58.704,-4.776,8.554,0.811,5,1.23,1,68.762,0,0,110.845,9,2,27,0,27,4,40,1,0,Inactive
166,NCI-H322,"CAP-232, TT-232, TLN-232",6918265,18,2,0,0,7,33,1,-2,947.135,12.578,1218.983,288.313,381.105,501.005,48.56,2595.908,9.5,17.45,0.0609467,0.0441224,0.7493654,81.33,30.716,52.922,44.195,-0.458,2,-5.205,0.192,0.008,-5.034,0.082,-7.735,8.518,2.619,17,-2.009,1,0,0,158.142,329.313,19,3,21,0,21,0,66,2,1.742,Inactive
167,NCI-H322,FTI-277,3005532,0,1,0,0,0,13,2,-2,447.609,10.245,774.936,312.172,139.645,219.222,103.898,1413.82,4.05,6.75,0.0742413,0.0175293,0.7861316,44.173,15.637,25.337,13.774,3.954,-4.611,-5.029,-6.764,117.097,-1.073,199.798,-4.135,8.381,0.15,6,0.376,3,87.121,0,0,102.958,6,0,12,0,12,0,30,0,0.001,Inactive
168,NCI-H322,Schweinfurthin A,643462,4,0,0,0,0,13,0,-2,548.718,2.832,966.006,584.643,188.846,192.517,0,1794.771,5,6.4,0.0044699,0.0148144,0.7393635,59.164,19.194,30.38,15.398,5.963,-8.528,-8.112,-6.667,160.351,-2.523,68.411,-3.074,8.481,0.665,12,1.283,1,75.413,0,0,107.611,6,2,20,0,20,7,40,2,0,Inactive
169,NCI-H322,UNC0638,73265211,1,1,0,0,0,6,0,1,492.422,6.888,783.685,308.351,110.814,224.059,140.462,1406.406,2,7.25,0.0337394,0.0130831,0.7746353,48.418,15.252,23.778,12.679,4.425,-6.192,-6.338,-6.973,219.763,-0.286,625.762,-4.259,7.864,0.71,4,0.705,3,94.769,0,0,84.173,7,0,23,0,23,4,32,1,0,Inactive
170,NCI-H322,SL0101,10459196,0,0,0,0,0,8,3,-2,516.457,6.223,710.252,252.857,253.778,203.617,0,1406.274,3,11.9,0.0275407,0.0290199,0.8546717,46.933,15.094,27.414,18.89,1.544,-3.839,-5.877,-4.855,38.844,-2.235,14.777,-4.711,9.062,0.764,4,-0.118,2,38.515,0,0,197.677,12,2,22,0,22,5,37,0,0.001,Inactive
171,NCI-H322,Axitinib,6450551,0,0,0,0,0,6,0,-1,386.47,7.525,688.432,107.522,106.718,442.235,31.957,1217.051,2,4.5,0.0465229,0.0092441,0.8007743,42.923,14.101,20.404,11.159,4.755,-6.19,-6.444,-6.865,963.592,-0.829,711.214,-1.352,8.487,0.852,1,0.724,3,100,0,0,74.646,5,0,21,0,21,0,28,1,0.011,Inactive
172,NCI-H322,TPCA-1,9903786,0,0,0,0,1,2,0,-2,279.288,6.413,493.478,0,227.875,194.881,70.722,814.618,4,3.5,0.050486,0.014185,0.8548038,27.024,9.437,17.886,15.154,0.63,-2.42,-3.19,-3.436,36.979,-1.463,66.45,-4.841,8.59,1.027,3,-0.484,2,58.698,46.829,33.543,115.155,5,0,11,0,11,0,19,0,0.015,Inactive
173,NCI-H322,Gemcitabine,60750,0,0,0,0,0,4,0,-2,263.2,10.474,422.633,83.722,224.38,55.808,58.723,713.889,4,9.1,0.1536791,0.0430634,0.9140202,20.38,7.575,19.763,16.602,-1.275,-1.764,-1.714,-3.189,73.808,-1.324,62.028,-5.074,9.324,0.319,3,-0.785,2,52.918,58.723,0,118.679,7,0,11,0,11,4,18,0,0.038,Inactive
174,NCI-H322,PLX-4720,24180719,0,0,0,0,0,6,0,-2,413.826,8.904,666.222,166.861,164.02,194.92,140.421,1149.592,1,6.5,0.0689721,0.0097565,0.7966026,37.862,11.723,18.952,10.357,3.391,-5.648,-5.925,-5.753,275.74,-1.177,722.473,-3.28,9.02,1.298,1,0.2,3,90.482,68.591,0,102.072,6,0,15,0,15,0,27,0,0,Inactive
175,NCI-H322,Ribociclib,44631912,1,1,0,0,0,3,0,1,434.543,6.469,731.347,436.97,109.479,184.897,0,1362.32,2,9,0.0307155,0.0174034,0.8126331,48.205,13.409,24.105,14.614,2.904,-4.592,-4.361,-6.172,226.263,-0.324,109.81,-4.66,7.788,0.54,3,0.423,3,86.092,0,0,87.584,9,0,26,0,26,9,32,0,0,Inactive
176,NCI-H322,Bicalutamide,2375,1,0,0,0,0,7,0,-2,430.373,14.183,663.305,97.792,165.503,245.706,154.303,1171.27,1,7.75,0.1717508,0.0116839,0.8101334,38.572,11.226,21.471,11.721,3.112,-6.028,-6.573,-5.776,266.954,-1.161,831.129,-3.032,9.387,1.238,2,-0.03,3,88.593,154.303,0,109.875,6,0,12,0,12,0,29,1,0,Inactive
177,NCI-H322,Navitoclax,24978538,12,2,0,0,0,14,0,-2,974.61,10.47,1419.365,574.237,179.094,486.028,180.006,2737.993,1,16.2,0.0400341,0.0114136,0.6668464,99.073,30.508,45.387,22.056,8.437,-11.438,-12.102,-10.693,12.341,-1.727,50.717,-5.889,8.56,1.661,8,1.949,1,57.004,81.889,0,141.465,11,3,42,0,42,12,65,3,0,Inactive
178,NCI-H322,AZD6482,44137675,0,0,0,1,0,4,0,-2,408.456,4.117,684.437,336.483,153.08,194.875,0,1259.003,1,8.2,0.0134623,0.0119806,0.8238522,43.524,12.593,20.552,12.392,3.431,-5.039,-5.29,-3.504,88.684,-1.181,45.87,-3.27,8.414,1.046,7,0.083,2,81.9,0,0,109.831,8,0,22,0,22,4,30,1,0.002,Inactive
179,NCI-H322,Linsitinib,11640390,2,0,0,0,0,3,0,-1,421.501,3.831,743.673,166.294,119.515,457.864,0,1334.886,3,4.75,0.0109973,0.011063,0.7883988,49.714,15.458,23.894,13.847,4.991,-7.235,-6.921,-7.139,728.686,-0.899,351.376,-1.821,8.135,1.093,3,1.02,1,100,0,0,79.287,6,0,29,4,25,4,32,1,0,Inactive
180,NCI-H322,Linifanib,11485656,1,0,0,0,1,4,0,-2,375.404,4.72,669.063,88.111,162.702,376.292,41.959,1154.885,5,3.5,0.0192942,0.0116973,0.7956529,41.09,13.62,23.461,16.3,2.994,-5.129,-5.521,-5.259,200.561,-1.288,215.26,-2.808,7.674,0.459,3,0.126,3,85.679,41.959,18.939,98.895,6,0,21,0,21,0,28,0,0.004,Inactive
181,NCI-H322,Doxorubicin,31703,2,1,0,0,0,11,1,-2,543.526,5.771,779.073,316.14,318.574,144.36,0,1477.479,5,14.8,0.0225397,0.0424784,0.8052566,47.29,16.343,31.881,24.217,-0.451,-2.459,-4.022,-6.098,2.354,-2.976,0.79,-7.889,8.962,1.234,9,-0.6,1,0,0,0,215.688,12,3,24,0,24,9,39,2,0,Inactive
182,NCI-H322,Olaparib,23725625,0,0,0,0,1,4,1,-2,434.469,9.931,731.248,310.989,165.617,218.719,35.922,1327.824,1,8,0.0742777,0.0109402,0.7989647,46.506,13.306,22.517,14.348,2.869,-5.287,-5.059,-4.454,171.36,-1.319,186.213,-3.417,9.39,0.948,1,0.131,3,83.724,35.922,24.051,112.54,7,0,25,3,22,7,32,0,0.001,Inactive
183,NCI-H322,LCL161,24737642,0,1,0,0,2,7,0,1,500.63,7.568,831.08,481.459,95.06,189.703,64.857,1551.577,1.25,9.75,0.0369155,0.0131165,0.7798983,53.257,14.871,25.31,15.606,2.91,-4.683,-3.8,-3.976,187.163,-0.343,349.72,-3.994,9.561,1.135,5,-0.089,3,71.693,46.835,27.528,101.079,7,1,22,0,22,10,35,0,0.001,Inactive
184,NCI-H322,Ipatasertib,24788740,0,1,0,0,1,6,0,1,458.002,6.361,781.726,428.358,107.439,174.415,71.514,1439.876,1,7.7,0.0281055,0.00985,0.7888488,49.283,14.4,22.435,12.467,3.657,-5.161,-4.551,-5.132,175.786,-0.375,283.991,-4.372,9.054,0.667,5,0.404,3,88.538,0,16.203,86.249,7,0,21,0,21,7,32,0,0,Inactive
185,NCI-H322,Fludarabine,657237,0,0,0,0,0,5,1,-2,285.234,6.567,464.383,117.464,224.342,77.225,45.352,799.464,5,10.8,0.0539378,0.0520034,0.8970594,23.368,8.76,21.725,19.762,-1.231,-1.936,-1.748,-3.566,73.869,-1.485,52.448,-4.902,8.614,0.384,4,-0.831,2,53.182,45.352,0,137.74,9,0,14,0,14,4,20,0,0.041,Inactive
186,NCI-H322,KIN001-266,44143370,3,1,0,0,0,7,0,0,539.441,11.921,892.794,313.856,143.295,259.27,176.372,1590.472,2,8.5,0.089356,0.0134643,0.7380704,55.478,17.461,27.906,14.425,4.987,-8.637,-7.967,-7.733,108.126,-0.781,457.285,-4.638,8.321,1.517,6,0.879,1,79.591,41.306,0,96.987,8,1,27,0,27,5,37,1,0,Inactive
187,NCI-H322,GSK1904529A,25124816,10,1,0,0,0,8,0,-2,851.969,12.035,1224.404,579.585,155.786,447.526,41.508,2407.091,2,15.5,0.060171,0.0179028,0.7094175,89.315,25.771,42.911,23.216,6.722,-9.949,-11.262,-9.094,82.316,-1.482,62.141,-4.109,8.132,0.902,5,1.527,1,61.713,41.508,0,142.167,14,3,45,0,45,9,61,1,0,Inactive
188,NCI-H322,Sphingosine Kinase 1 Inhibitor II,66577038,0,1,0,0,0,10,0,0,465.606,5.771,848.05,354.203,116.162,377.685,0,1522.761,1,8.45,0.0218719,0.009964,0.7547993,51.973,16.392,23.43,12.701,4.368,-5.61,-5.352,-8.027,195.54,-1,93.786,-3.432,9.095,0.653,7,0.601,3,93.529,0,0,70.515,5,0,23,0,23,4,33,1,0,Inactive
189,NCI-H322,BPTES,3372016,3,0,0,0,0,12,0,-2,524.673,4.996,937.869,222.74,195.32,422.516,97.293,1629.234,2,9.5,0.0153199,0.0143251,0.7139676,55.378,19.641,27.218,15.852,4.848,-8.115,-7.344,-8.175,139.215,-2.475,200.33,-2.479,9.075,1.083,6,0.549,1,80.738,0,0,132.171,8,1,22,0,22,0,35,1,0,Inactive
190,NCI-H322,Zoledronate,68740,1,0,0,4,0,9,0,-2,272.091,8.631,419.155,24.027,282.58,108.57,3.978,709.651,1,8.75,0.1049801,0.0208753,0.9179537,17.504,8.076,13.481,11.488,0.539,0.184,-1.676,3.853,0.337,-2.205,0.054,-5.481,9.686,1.073,1,-1.968,1,21.635,0,0,155.341,9,0,5,0,5,0,16,1,1.374,Inactive
191,NCI-H322,Irinotecan,60838,1,1,0,0,0,4,0,-2,586.686,12.691,939.087,627.896,176.485,134.706,0,1767.728,1,12.75,0.0911073,0.013577,0.7528976,63.309,17.379,30.852,17.237,3.33,-6.422,-6.033,-6.899,52.384,-1.355,22.586,-5.976,8.998,1.61,4,0.573,1,64.256,0,0,139.594,10,1,33,0,33,13,43,1,0,Inactive
192,NCI-H322,AGK2,2130404,2,0,0,0,0,5,1,0,434.281,4.911,709.205,11.696,108.866,461.679,126.963,1250.663,1,5.5,0.0192816,0.0077552,0.7915655,45.096,15.039,20.394,11.13,5.092,-7.89,-8.108,-7.106,919.432,-0.585,2240.897,-1.42,8.612,1.648,2,0.717,1,96.841,0,0,77.486,5,1,21,0,21,0,30,1,0,Inactive
193,NCI-H322,AZ960,25099184,0,0,0,0,0,6,0,-2,354.361,4.286,639.735,188.102,149.079,225.948,76.606,1106.754,3,4.5,0.0165992,0.0121835,0.8088451,36.443,11.305,19.264,11.339,3.49,-6.354,-6.452,-5.703,382.107,-1.129,459.61,-2.895,8.361,0.786,2,0.346,1,93.596,76.606,0,86.137,6,0,17,0,17,0,26,1,0,Inactive
194,NCI-H322,Nilotinib,644241,1,0,0,0,0,5,0,-1,529.523,11.083,794.326,176.839,118.23,418.508,80.749,1495.949,2,8,0.0821172,0.0142432,0.7963627,54.5,15.867,27.205,15.016,5.171,-7.239,-8.458,-6.823,749.426,-0.783,1002.975,-1.744,8.835,1.272,8,0.857,1,82.756,80.749,0,93.266,8,2,29,0,29,0,39,2,0.001,Inactive
195,NCI-H322,JNJ38877605,46911863,1,0,0,0,0,2,0,0,377.355,11.854,626.949,94.066,103.559,365.236,64.087,1134.557,0,5.5,0.1238434,0,0.8391066,41.455,11.648,18.862,9.415,3.974,-5.172,-5.974,-5.877,1032.396,-0.38,1149.178,-1.949,9.159,1.71,1,0.355,3,100,64.087,0,72.866,7,0,24,0,24,0,28,0,0.029,Inactive
196,NCI-H322,Cyclophosphamide,2907,0,0,0,0,0,3,1,0,261.087,3.689,446.164,254.492,44.131,0,147.541,757.16,1,8.5,0.0179781,0.0190513,0.9004556,22.221,6.976,13.327,10.32,0.898,-1.879,-1.368,-3.143,3779.289,0.382,10000,-2.045,9.627,0.183,1,-0.943,3,96.232,0,0,39.908,4,0,6,0,6,4,14,0,31.123,Inactive
197,NCI-H322,Imatinib,5291,1,2,0,0,0,7,0,1,493.61,3.644,874.772,338.237,83.974,452.56,0,1596.682,2,10.5,0.0083148,0.016975,0.7552358,57.572,17.608,27.854,17.201,3.646,-4.611,-4.454,-9.103,98.485,-0.043,49.438,-4.926,8.309,0.709,8,0.514,2,83.973,0,0,89.435,8,0,30,0,30,4,37,1,0,Inactive
198,NCI-H322,SB216763,176158,1,0,0,0,0,0,0,0,371.222,6.028,546.048,83.686,105.92,235.526,120.915,996.277,1,3,0.0364708,0.005494,0.8834616,35.966,11.081,16.101,7.818,4.282,-5.669,-6.756,-4.541,980.524,-0.045,2225.828,-2.642,8.453,1.579,0,0.761,3,100,0,0,73.439,4,0,20,0,20,0,25,0,0.002,Inactive
199,NCI-H322,BX795,10077147,0,0,0,0,1,9,0,-1,591.469,8.296,759.11,296.187,109.362,239.121,114.44,1443.244,4,7.5,0.0476898,0.01976,0.8136175,48.109,15.777,26.893,17.01,4.069,-5.276,-8.372,-4.314,583.453,-0.799,1891.227,-1.829,8.187,1.208,4,0.215,3,87.321,0,24.223,115.632,9,1,22,0,22,4,34,0,0.046,Inactive
200,NCI-H322,AZD8835,76685059,0,0,0,0,1,6,0,-2,469.545,5.017,789.543,501.334,214.751,73.458,0,1470.893,2,11.2,0.017113,0.0200612,0.7922155,49.56,14.434,25.767,17.897,1.701,-4.789,-4.619,-3.87,60.075,-2.079,37.12,-4.643,8.863,1.165,5,-0.184,2,55.782,0,22.704,156.594,12,1,22,0,22,5,34,0,0,Inactive
201,NCI-H322,PF-562271,11713159,0,0,0,0,0,7,0,-2,507.489,5.586,734.826,171.087,193.794,277.409,92.535,1370.624,3,11,0.0227686,0.025928,0.8120687,46.853,14.36,26.95,18.41,2.467,-5.033,-6.245,-5.896,143.929,-1.591,195.576,-3.442,8.423,1.052,5,-0.072,3,67.059,92.535,0,131.09,10,1,21,0,21,1,35,0,0.002,Inactive
202,NCI-H322,SB52334,9967941,0,0,0,0,0,1,0,0,343.43,6.75,654.68,279.291,52.416,322.973,0,1160.498,1,4.5,0.0392602,0.0068736,0.8157665,42.731,11.869,18.375,9.525,4.695,-6.39,-5.653,-6.053,3153.847,-0.022,1712.134,-1.252,8.671,0.892,3,0.854,1,100,0,0,54.987,5,0,21,0,21,0,26,1,0.008,Inactive
203,NCI-H322,Alpelisib,56649450,0,0,0,0,2,3,0,-1,441.47,9.65,699.613,341.867,136.902,99.387,121.456,1267.14,3,7,0.073493,0.0173301,0.8094506,43.58,11.951,23.999,18.295,2.403,-4.314,-4.675,-2.34,158.929,-0.712,1078.674,-3.404,9.018,1.271,6,-0.15,3,80.413,93.217,62.369,107.455,7,0,16,0,16,4,30,0,0.008,Inactive
204,NCI-H322,WZ-1-84,49821040,0,0,0,0,0,7,1,-2,448.527,10.885,720.953,351.253,168.993,200.707,0,1354.648,3,10.5,0.087471,0.0252257,0.82125,45.481,14.076,26.415,17.161,2.304,-4.559,-5.039,-5.382,247.367,-1.529,109.301,-3.255,7.939,0.593,2,-0.016,3,83.273,0,0,127.099,10,0,21,0,21,5,33,0,0.007,Inactive
205,NCI-H322,KRAS (G12C) Inhibitor-12,73555129,0,0,0,0,1,5,1,-1,449.675,2.665,637.803,224.666,144.472,128.119,140.546,1090.195,2,7.75,0.0065133,0.0171842,0.8031831,35.489,11.681,19.235,14.867,1.856,-3.953,-5.033,-3.953,242.07,-0.886,1147.804,-3.251,8.238,0.974,4,-0.448,3,80.484,0,30.393,92.733,6,0,12,0,12,4,23,0,0.028,Inactive
206,NCI-H322,AZD1480,16659841,0,0,0,0,0,5,0,-1,348.77,4.939,625.98,185.49,116.815,208.79,114.884,1057.093,3,6,0.0230788,0.0166017,0.801703,34.934,11.125,19.631,12.681,2.981,-5.079,-4.829,-5.736,772.937,-0.668,1595.085,-2.457,8.204,0.843,5,0.035,3,96.09,47.675,0,95.25,8,0,17,0,17,0,24,0,0.01,Inactive
207,NCI-H322,Sunitinib,5329102,0,1,0,0,0,8,0,1,398.479,7.792,712.133,399.065,94.039,172.165,46.864,1289.414,2,6,0.0470916,0.0119153,0.8045112,41.956,12.256,20.427,10.335,3.917,-4.641,-4.654,-6.242,316.975,-0.374,285.506,-3.941,8.642,1.225,3,0.564,3,94.641,46.864,0,88.706,6,0,14,0,14,0,29,0,0.001,Inactive
208,NCI-H322,GSK269962A,16095342,2,1,0,0,0,10,0,-2,570.607,3.253,954.146,359.275,202.299,392.572,0,1717.91,3,12.95,0.0061612,0.023508,0.7270269,59.925,19.696,31.682,21.005,2.872,-5.815,-6.141,-8.547,29.812,-2.192,12.281,-4.967,8.817,1.242,4,0.182,2,44.232,0,0,156.136,13,2,32,0,32,4,42,1,0,Inactive
209,NCI-H322,AZD6094,68289010,0,0,0,0,0,2,0,-1,345.366,5.077,621.15,179.159,141.364,300.628,0,1087.62,0,7,0.0237014,0,0.8234171,38.959,11.413,17.117,10.674,2.355,-3.997,-4.539,-5.823,452.22,-0.947,209.809,-2.874,8.9,1.602,2,-0.182,3,88.263,0,0,91.561,9,0,23,0,23,0,26,0,0.046,Inactive
210,NCI-H322,Sorafenib,216239,1,0,0,0,1,5,0,-1,464.831,7.084,766.697,97.458,141.64,362.411,165.188,1313.687,3,6,0.0382025,0.0135546,0.756605,46.67,14.58,24.424,15.671,4.094,-7.026,-6.53,-5.824,316.287,-0.982,1674.499,-2.373,9.031,0.729,2,0.326,1,95.663,108.786,19.176,104.366,7,0,18,0,18,0,32,1,0,Inactive
211,NCI-H322,MPS-1-IN-1,25195352,2,0,0,0,0,8,0,-2,535.66,5.424,842.491,372.167,166.742,303.497,0.085,1598.935,3,8.45,0.0184029,0.0173721,0.7849108,55.597,17.144,27.949,15.898,4.684,-6.988,-7.876,-6.46,259.828,-1.723,115.388,-2.755,7.612,0.64,5,0.859,1,84.631,0,0,111.888,9,1,27,0,27,5,38,1,0,Inactive
212,NCI-H322,BAY AKT1,70817911,0,1,0,0,0,2,0,-1,383.452,3.953,682.287,147.515,176.116,358.656,0,1213.839,4,6,0.0128733,0.0175879,0.8065633,44.565,14.19,24.443,16.326,2.547,-4.612,-4.328,-7.099,52.807,-0.963,22.783,-5.372,8.906,1.61,1,0.475,3,72.691,0,0,103.543,6,0,25,4,21,4,29,0,0,Inactive
213,NCI-H322,JNK-9L,25222038,1,0,0,0,0,3,0,-1,502.55,3.627,795.523,348.78,71.344,328.766,46.632,1483.411,1,9.9,0.0088657,0.0124446,0.790715,54.426,14.815,25.233,14.926,4.473,-6.666,-7.01,-6.486,2086.134,-0.264,1972.298,-1.388,8.176,1.111,3,0.504,1,100,46.632,0,83.12,10,1,35,0,35,8,37,1,0.004,Inactive
214,NCI-H322,GDC0810,56941241,1,0,0,1,0,8,1,-2,446.908,2.359,722.592,115.372,182.659,330.095,94.467,1320.92,2,3,0.0042123,0.0058714,0.8057302,44.725,14.619,20.138,9.099,6.111,-7.233,-8.252,-4.442,46.489,-1.563,75.134,-2.955,8.779,0.942,1,1.034,1,79.61,46.908,0,82.51,4,1,21,0,21,0,32,1,0,Inactive
215,NCI-H322,Vismodegib,24776445,0,0,0,0,0,4,0,-1,421.297,2.587,692.177,82.411,130.148,363.432,116.186,1197.526,1,7.5,0.0055878,0.0108354,0.7879009,42.673,13.914,20.334,12.753,3.604,-5.944,-5.851,-6.697,577.71,-0.79,1183.724,-2.254,8.906,1.25,1,0.204,3,100,0,0,81.966,5,0,18,0,18,0,27,1,0.003,Inactive
216,NCI-H322,YK-4-279,44632017,0,0,0,0,0,5,0,0,366.2,4.103,572.311,106.124,120.261,225.399,120.527,1006.009,1,5,0.0167302,0.0087365,0.8483998,33.049,11.071,15.664,8.776,3.407,-4.756,-5.494,-5.06,716.907,-0.556,1578.953,-2.462,9.055,0.582,3,0.183,3,100,0,0,92.602,5,0,15,0,15,1,24,0,0.03,Inactive
217,NCI-H322,Tretinoin,444795,1,0,0,1,0,9,1,-2,300.44,3.894,650.514,494.379,105.614,50.521,0,1144.658,1,2,0.0132476,0.0030745,0.8135021,34.359,10.172,13.278,3.796,5.469,-5.938,-4.583,-2.983,250.011,-1.043,140.622,-2.424,8.748,0.797,4,0.811,3,88.93,0,0,49.722,2,1,6,0,6,4,22,1,0.001,Inactive
218,NCI-H322,Nutlin-3a (-),11433190,1,0,1,0,2,3,0,0,581.497,10.469,849.352,325.51,106.81,274.005,143.027,1647.651,1,7.5,0.0665175,0.0088303,0.7943049,60.475,17.43,27.499,17.475,5.36,-6.818,-8.186,-3.418,287.066,-0.395,2880.692,-4.297,9.185,0.395,5,0.822,1,76.404,0,65.959,92.125,8,2,29,0,29,5,40,1,0,Inactive
219,NCI-H322,PHA-793887,46191454,0,1,0,0,1,4,0,1,361.486,4.644,703.127,581.293,110.081,11.753,0,1261.475,2,8.5,0.0170986,0.0170962,0.8030029,41.874,11.283,21.042,13.845,1.643,-3.595,-1.908,-4.127,166.465,-0.417,108.261,-5.185,8.934,-0.252,4,-0.113,3,76.325,0,16.028,94.918,7,0,14,0,14,7,26,0,0.001,Inactive
220,NCI-H322,CPI-637,24770514,0,0,0,1,0,13,0,-2,388.582,2.501,695.209,215.928,109.219,323.3,46.762,1274.032,1,3,0.0049079,0.0043153,0.8175296,39.573,13.666,16.145,5.902,6.354,-5.938,-6.636,-4.219,231.089,-1.195,232.953,-1.145,8.854,0.208,3,0.803,1,93.499,0,0,51.645,2,1,12,0,12,0,26,1,0.032,Inactive
221,NCI-H322,CAY10566,16732433,1,0,0,0,0,2,0,0,389.816,0.675,675.772,257.635,97.239,206.334,114.565,1167.098,0,5.75,0.0003908,0,0.7932984,41.24,11.395,17.018,8.673,4.115,-6.186,-5.739,-5.861,1185.183,-0.306,2521.678,-2.393,9.282,1.409,2,0.383,3,100,46.745,0,76.227,7,0,23,0,23,5,27,1,0.001,Inactive
222,NCI-H322,Alisertib,24771867,1,0,0,1,0,5,0,-2,518.931,1.541,749.217,154.057,154.254,335.164,105.742,1427.851,2,7,0.0016638,0.0132131,0.8184886,50.979,15.638,24.574,13.61,5.432,-6.914,-8.276,-4.26,86.439,-1.013,169.336,-2.702,8.634,1.105,4,0.721,1,67.496,34.216,0,109.384,8,2,27,0,24,1,37,1,0,Inactive
223,NCI-H322,CX-5461,25257557,2,1,0,0,0,3,0,1,513.616,11.113,881.599,377.725,125.129,344.321,34.425,1579.967,0,9,0.0781648,0,0.7441476,58.438,16.874,25.661,13.249,4.361,-6.653,-5.812,-8.04,160.769,-0.641,117.168,-4.387,8.604,1.069,6,0.67,1,79.01,0,0,101.766,9,1,30,0,23,5,37,1,0,Inactive
224,NCI-H322,MN-64,2802462,0,0,0,0,0,1,0,0,264.323,5.075,544.115,166.801,55.898,321.416,0,926.604,0,2.5,0.0277964,0,0.8447678,33.356,9.428,12.46,5.837,4.115,-5.08,-4.486,-5.577,2922.938,-0.019,1577.052,-1.321,9.251,0.902,1,0.597,3,100,0,0,35.077,2,0,16,0,16,0,20,0,0.111,Inactive
225,NCI-H322,5-Fluorouracil,3385,6,0,0,0,0,0,0,-1,130.078,5.054,262.519,0,162.511,54.553,45.455,386.272,2,3.5,0.0661274,0.0188548,0.9770871,9.826,3.961,8.783,8.22,-0.884,-1.025,-1.093,-2.163,284.973,-0.46,225.975,-4.322,9.862,0.877,0,-0.749,2,65.704,45.455,0,86.817,4,0,6,0,6,0,9,0,1.422,Inactive
226,NCI-H322,AT13148,24905401,0,1,0,0,0,5,0,0,313.786,3.026,563.51,34.55,148.241,309.183,71.536,968.958,4,3.25,0.0094499,0.0115348,0.8403625,32.366,11.81,18.738,12.169,2.428,-3.019,-3.884,-6.316,97.058,-0.563,108.444,-4.745,8.87,0.191,3,0.11,3,76.725,0,0,73.357,4,0,17,0,17,0,22,0,0.005,Inactive
227,NCI-H322,Lestaurtinib,126565,1,0,0,0,0,3,0,-1,439.47,8.707,614.551,171.13,150.863,292.558,0,1169.831,3,5.7,0.0648017,0.0160649,0.8736867,41.53,12.946,22.452,13.561,3.263,-4.791,-7.049,-4.971,367.508,-0.935,167.67,-2.981,7.824,0.557,5,0.504,3,91.962,0,0,93.973,7,0,28,0,28,5,33,0,0.007,Inactive
